company_name,company_number,company_status,company_type,kind,links,date_of_cessation,date_of_creation,sic_codes,company_subtype,address_line_1,locality,postal_code,country,region,address_line_2,year_of_cessation,year_of_creation
AL SHUMOOKH GROUP LIMITED,13525233,active,ltd,search-results#company,{'company_profile': '/company/13525233'},,2021-07-22,"['46711', '64191', '64205', '64301']",,3 Portland Trade Park,London,W1W 5PF,England,,Great Portland Street,,2021
SHEFA WORLD CORPORATION LTD,13180515,dissolved,ltd,search-results#company,{'company_profile': '/company/13180515'},2022-07-12,2021-02-04,"['64191', '64303']",,Lansdowne House,London,W1J 6ER,England,,57 Berkeley Square,2022,2021
CAPITAL ALLIANCE ADVISORS LTD,13198874,active,ltd,search-results#company,{'company_profile': '/company/13198874'},,2021-02-12,"['64191', '70210', '73120', '73200']",,"C/O Bda Associates Ltd, Global House",Epsom,KT18 5AD,England,,1 Ashley Avenue,,2021
ZOOMINVEST LTD,13213108,dissolved,ltd,search-results#company,{'company_profile': '/company/13213108'},2023-05-02,2021-02-19,"['64191', '64303', '64910', '64999']",,27 Old Gloucester Street,London,WC1N 3AX,United Kingdom,,,2023,2021
ALMURTKB LIMITED,13237204,dissolved,ltd,search-results#company,{'company_profile': '/company/13237204'},2023-01-03,2021-03-02,"['64191', '64999', '66220', '66300']",,128 City Road,London,EC1V 2NX,United Kingdom,,,2023,2021
1 STALLION LTD,13243384,active,ltd,search-results#company,{'company_profile': '/company/13243384'},,2021-03-03,"['64191', '64301', '64999', '66120']",,51 Melland Road,Manchester,M18 7QA,England,,Gorton,,2021
TRADEWORTH CRYPTO INVESTMENT FIRM LTD,13219521,dissolved,ltd,search-results#company,{'company_profile': '/company/13219521'},2022-07-26,2021-02-23,['64191'],,56 Elizabeth St Belgravia,London,SW1W 9PB,United Kingdom,,,2022,2021
TREASURE CHOICE EXCHANGE LTD,13482281,dissolved,ltd,search-results#company,{'company_profile': '/company/13482281'},2023-08-15,2021-06-29,"['64110', '64191', '66110', '66300']",,71-75 Shelton Street,London,WC2H 9JQ,England,,Covent Garden,2023,2021
BLACKSWAN STRATEGY CONSULTING LTD,13483564,dissolved,ltd,search-results#company,{'company_profile': '/company/13483564'},2022-07-19,2021-06-29,['64191'],,71-75 Shelton Street,London,WC2H 9JQ,United Kingdom,,Covent Garden,2022,2021
MOLABIT LTD,13740681,dissolved,ltd,search-results#company,{'company_profile': '/company/13740681'},2023-05-09,2021-11-12,['64191'],,52b Charlwood Street Pimlico,London,SW1V 2DP,United Kingdom,,,2023,2021
D.NARASIMHA LIMITED,13126925,dissolved,ltd,search-results#company,{'company_profile': '/company/13126925'},2022-06-21,2021-01-11,['64191'],,24 Byron Avenue,London,E12 6SS,United Kingdom,,,2022,2021
PENGUIN FINANCIAL GROUP LTD,13149976,dissolved,ltd,search-results#company,{'company_profile': '/company/13149976'},2022-06-28,2021-01-21,['64191'],,86-90 Paul Street,London,EC2A 4NE,United Kingdom,England,,2022,2021
CLEAN FINANCIAL SERVICES LTD,13175051,dissolved,ltd,search-results#company,{'company_profile': '/company/13175051'},2022-07-12,2021-02-02,"['64191', '64922']",,Kemp House 152-160 City Road,London,EC1V 2NX,England,,,2022,2021
PEGASUS ALFA LTD,13361639,active,ltd,search-results#company,{'company_profile': '/company/13361639'},,2021-04-27,"['58290', '62012', '64191', '64999']",,7th Floor John Stow House,London,EC3A 7JB,England,,18 Bevis Marks,,2021
BYPAY GROUP LTD,13368084,dissolved,ltd,search-results#company,{'company_profile': '/company/13368084'},2022-07-12,2021-04-30,"['64191', '64209']",,71-75 Shelton Street,London,WC2H 9JQ,England,,Covent Garden,2022,2021
TERRA NOVA HOLDING GROUP LTD,13378322,active,ltd,search-results#company,{'company_profile': '/company/13378322'},,2021-05-05,"['64191', '64205', '66300', '69109']",,20-22 Wenlock Road,London,N1 7GU,England,,,,2021
HANDYWARE TRADE FINANCE [U.K.] LTD.,13264744,dissolved,ltd,search-results#company,{'company_profile': '/company/13264744'},2022-08-16,2021-03-12,"['64191', '64205', '64910', '66300']",,27 Old Gloucester Street,London,WC1N 3AX,United Kingdom,,,2022,2021
AIONCRYPTO LIMITED,13263766,dissolved,ltd,search-results#company,{'company_profile': '/company/13263766'},2022-08-16,2021-03-12,['64191'],,50 Lennox Gardens Chelsea,London,SW1X 0DJ,United Kingdom,,,2022,2021
CRYPTO PRIME FALCONS LIMITED,13285430,dissolved,ltd,search-results#company,{'company_profile': '/company/13285430'},2022-08-30,2021-03-23,"['64191', '65120', '66300']",,39 Upper Frederick,Liverpool,L1 5DF,United Kingdom,,St Merseyside,2022,2021
INTRASTELLAR LTD,14024326,active,ltd,search-results#company,{'company_profile': '/company/14024326'},,2022-04-04,"['62012', '62020', '64110', '64191']",,9 Foundry Court,London,E1 1BX,England,,15 Plumbers Row,,2022
BITFORGE CAPITAL LTD,13783822,dissolved,ltd,search-results#company,{'company_profile': '/company/13783822'},2023-06-06,2021-12-06,['64191'],,63 Eaton Square Belgravia,London,SW1W 9BG,United Kingdom,,,2023,2021
KULTURE.THEBRAND LTD,13794943,dissolved,ltd,search-results#company,{'company_profile': '/company/13794943'},2023-06-06,2021-12-10,['64191'],,"Unit 4, Mick Fury House",Rainham,RM13 8HT,United Kingdom,,Perry Close,2023,2021
LIONSHARESONLINE LTD,13797107,dissolved,ltd,search-results#company,{'company_profile': '/company/13797107'},2023-06-06,2021-12-13,['64191'],,66 Eaton Square Belgravia,London,SW1W 9BQ,United Kingdom,,,2023,2021
FIDELITY STOCKS FINANCE LTD,13807305,dissolved,ltd,search-results#company,{'company_profile': '/company/13807305'},2023-06-13,2021-12-17,['64191'],,35 Lennox Gardens Chelsea,London,SW1X 0DE,United Kingdom,,,2023,2021
COINAX LTD,13807310,dissolved,ltd,search-results#company,{'company_profile': '/company/13807310'},2023-06-13,2021-12-17,['64191'],,48 Gloucester Street Pimlico,London,SW1V 4EH,United Kingdom,,,2023,2021
APPOLO FINCORP LIMITED,14456697,active,ltd,search-results#company,{'company_profile': '/company/14456697'},,2022-11-02,"['62012', '62020', '64191', '70221']",,71-75 Shelton Street,London,WC2H 9JQ,United Kingdom,,Covent Garden,,2022
SAMBALO LIMITED,10378134,active,ltd,search-results#company,{'company_profile': '/company/10378134'},,2016-09-16,"['64191', '64205']",,31 Crystal Drive Sugar Way,Peterborough,PE2 9RJ,,,,,2016
REGIA ADVISORS LTD,12343100,active,ltd,search-results#company,{'company_profile': '/company/12343100'},,2019-12-02,"['64191', '64303', '64304']",,"12 Alexandra Court, 63 Maida Vale 63 Maida Vale",London,W9 1SQ,England,,,,2019
HOTBTCBULL LIMITED,13575176,dissolved,ltd,search-results#company,{'company_profile': '/company/13575176'},2023-02-21,2021-08-19,['64191'],,45 Eaton Square Belgravia,London,SW1W 9BD,United Kingdom,,,2023,2021
P.M. SHIVAM LTD,10851904,dissolved,ltd,search-results#company,{'company_profile': '/company/10851904'},2023-12-05,2017-07-05,"['64191', '70229']",,7 Royal Gardens Boston Road,London,W7 2AW,United Kingdom,,Hanwell,2023,2017
LOGON FINANCIAL GROUP LTD,13685955,dissolved,ltd,search-results#company,{'company_profile': '/company/13685955'},2023-12-05,2021-10-18,"['64110', '64191', '66110', '66300']",,71-75 Shelton Street,London,WC2H 9JQ,United Kingdom,,Covent Garden,2023,2021
INAI SOFT LTD,12809981,dissolved,ltd,search-results#company,{'company_profile': '/company/12809981'},2023-12-05,2020-08-13,"['64191', '64303', '66300', '82990']",,71-75 Shelton Street,London,WC2H 9JQ,England,,Covent Garden,2023,2020
KZ FINANCIAL LIMITED,10623990,active,ltd,search-results#company,{'company_profile': '/company/10623990'},,2017-02-16,['64191'],,60 Parsonage Road West Bowling,Bradford,BD5 8BN,England,,,,2017
D JORDAN SOLUTIONS LIMITED,11449289,active,ltd,search-results#company,{'company_profile': '/company/11449289'},,2018-07-05,['64191'],,4 Moon Crescent,Coventry,CV2 1HE,England,,,,2018
CRYPTO PUMP LTD,13819782,dissolved,ltd,search-results#company,{'company_profile': '/company/13819782'},2023-06-27,2021-12-29,['64191'],,67 Eaton Square Belgravia,London,SW1W 9AR,United Kingdom,,,2023,2021
FOREX NEW LTD,13822723,active,ltd,search-results#company,{'company_profile': '/company/13822723'},,2021-12-30,"['64191', '66110', '66120', '66300']",,Brompton Road 88 Princess Court Building Apartment 43,London,SW3 1ET,England,,,,2021
CRYPTOVERSE INVESTMENTS LIMITED,13823804,dissolved,ltd,search-results#company,{'company_profile': '/company/13823804'},2023-06-27,2021-12-31,['64191'],,50 Gloucester Street Pimlico,London,SW1V 4EH,United Kingdom,,,2023,2021
PAYLOGICA LTD,13825654,dissolved,ltd,search-results#company,{'company_profile': '/company/13825654'},2023-06-27,2022-01-04,"['64191', '64910', '66110', '66300']",,128 City Road,London,EC1V 2NX,United Kingdom,,,2023,2022
BITSHOW LTD,13832179,dissolved,ltd,search-results#company,{'company_profile': '/company/13832179'},2023-06-27,2022-01-06,['64191'],,13832179: COMPANIES HOUSE DEFAULT ADDRESS,Cardiff,CF14 8LH,,,,2023,2022
ETHERSEEDS LTD,13840913,dissolved,ltd,search-results#company,{'company_profile': '/company/13840913'},2023-06-27,2022-01-11,['64191'],,36 Lennox Gardens Chelsea,London,SW1X 0DH,United Kingdom,,,2023,2022
GLOBAL46 LTD,13867629,active,ltd,search-results#company,{'company_profile': '/company/13867629'},,2022-01-24,"['62020', '64191', '78109', '78200']",,"Suite 1116, Unit 3a, 34-35",London,EC1N 8DX,England,,Hatton Garden,,2022
LEANDRO ILIYA HOLDING LTD,14044818,active,ltd,search-results#company,{'company_profile': '/company/14044818'},,2022-04-13,"['64191', '64301', '64921', '66300']",,175-185 Grays Inn Road London,London,WC1X 8UE,England,,,,2022
INTERNATIONAL BNK LTD,14051957,active,ltd,search-results#company,{'company_profile': '/company/14051957'},,2022-04-19,['64191'],,"Parker Russell, Level 30 The Leadenhall Building",London,EC3V 4AB,United Kingdom,,122 Leadenhall Street,,2022
GM SECURİTY FİNANCİAL SERVİCES LTD,14054589,dissolved,ltd,search-results#company,{'company_profile': '/company/14054589'},2023-09-26,2022-04-19,['64191'],,Unit 5 Atlas Road Bottle,Merseyside,L20 4DY,United Kingdom,,,2023,2022
ADSWIRE DIGITAL LTD,14108104,dissolved,ltd,search-results#company,{'company_profile': '/company/14108104'},2023-10-17,2022-05-16,"['64191', '64205']",,71a Park St,Bristol,BS1 5PB,United Kingdom,,,2023,2022
JTSB LIMITED,14155389,dissolved,ltd,search-results#company,{'company_profile': '/company/14155389'},2023-11-14,2022-06-07,['64191'],,"Link Place, 103, Holmfield High Street",Lyndhurst,SO43 7BH,United Kingdom,Hampshire,,2023,2022
CRYPICO LTD,14235150,dissolved,ltd,search-results#company,{'company_profile': '/company/14235150'},2023-10-17,2022-07-14,"['64110', '64191', '64202', '64301']",,71-75 Shelton Street,London,WC2H 9JQ,United Kingdom,,Covent Garden,2023,2022
ECREDIT LTD,14258273,active,ltd,search-results#company,{'company_profile': '/company/14258273'},,2022-07-27,"['64191', '64922', '64999', '66220']",,71-75 Shelton Street,London,WC2H 9JQ,United Kingdom,,Covent Garden,,2022
KU MARKETING LTD,14307013,active,ltd,search-results#company,{'company_profile': '/company/14307013'},,2022-08-19,['64191'],,84 Ayresome Grange Road,Middlesbrough,TS5 4DX,England,,Ayersome Grange Road,,2022
PAYOYO LTD,14379238,active,ltd,search-results#company,{'company_profile': '/company/14379238'},,2022-09-27,"['41100', '64191', '64205', '64999']",,128 City Road,London,EC1V 2NX,United Kingdom,,,,2022
FOZION LIMITED,14136648,dissolved,ltd,search-results#company,{'company_profile': '/company/14136648'},2023-11-07,2022-05-27,"['64191', '64205', '64303', '64921']",,67-83 Norfolk Street,Liverpool,L1 0BG,England,,,2023,2022
CASHLY24 LTD,13991170,dissolved,ltd,search-results#company,{'company_profile': '/company/13991170'},2023-08-22,2022-03-21,"['64191', '64205', '64301', '64999']",,128 City Road,London,EC1V 2NX,United Kingdom,,,2023,2022
TWAIZAMINING LTD,13847372,dissolved,ltd,search-results#company,{'company_profile': '/company/13847372'},2023-07-25,2022-01-13,['64191'],,13847372 - COMPANIES HOUSE DEFAULT ADDRESS,Cardiff,CF14 8LH,,,,2023,2022
PROTRADEBTC LTD,13852350,dissolved,ltd,search-results#company,{'company_profile': '/company/13852350'},2023-06-27,2022-01-17,['64191'],,55 Gloucester Street Pimlico,London,SW1V 4DY,United Kingdom,,,2023,2022
LEGACY STOCKS TRADE LTD,13852221,dissolved,ltd,search-results#company,{'company_profile': '/company/13852221'},2023-06-27,2022-01-17,['64191'],,55 Gloucester Street Pimlico,London,SW1V 4DY,United Kingdom,,,2023,2022
SWIZZPAYS ENTERPRISE LTD,13852354,dissolved,ltd,search-results#company,{'company_profile': '/company/13852354'},2023-06-27,2022-01-17,['64191'],,38 Lennox Gardens Chelsea,London,SW1X 0DH,United Kingdom,,,2023,2022
PROFIT-STACK LTD,13857194,dissolved,ltd,search-results#company,{'company_profile': '/company/13857194'},2023-06-27,2022-01-18,['64191'],,39 Lennox Gardens Chelsea,London,SW1X 0DF,United Kingdom,,,2023,2022
AZASWAP LIMITED,13902026,dissolved,ltd,search-results#company,{'company_profile': '/company/13902026'},2023-07-18,2022-02-08,['64191'],,40 Lennox Gardens Chelsea,London,SW1X 0DH,United Kingdom,,,2023,2022
LOL MINING LTD,13902028,dissolved,ltd,search-results#company,{'company_profile': '/company/13902028'},2023-07-18,2022-02-08,['64191'],,39-41 Chase Side,London,N14 5BP,United Kingdom,,,2023,2022
INNOVATIVEKW GLOBAL GROUP LIMITED,13911232,dissolved,private-limited-guarant-nsc,search-results#company,{'company_profile': '/company/13911232'},2023-07-18,2022-02-11,"['46711', '64191', '70221', '93120']",,Lansdowne House,London,W1J 6ER,England,,57 Berkeley Square,2023,2022
HASHIRAMA LIMITED,13950286,active,ltd,search-results#company,{'company_profile': '/company/13950286'},,2022-03-02,"['53202', '64191', '66300', '94920']",,128 City Road,London,EC1V 2NX,United Kingdom,,,,2022
BUMIMA INNOVATIONS LIMITED,14316313,active,ltd,search-results#company,{'company_profile': '/company/14316313'},,2022-08-24,"['64110', '64191', '82990']",,63-66 Hatton Garden,London,EC1N 8LE,England,,"Fifth Floor, Suite 23",,2022
HYLIET LTD,14323602,active,ltd,search-results#company,{'company_profile': '/company/14323602'},,2022-08-30,"['64191', '70221']",,Hyliet,London,EC1V 2NX,United Kingdom,,28 City Road,,2022
98AS LTD,12539603,dissolved,ltd,search-results#company,{'company_profile': '/company/12539603'},2022-09-06,2020-03-30,['64191'],,56 Tennyson Road,Birmingham,B10 0EX,United Kingdom,,,2022,2020
LUBIN GLOBAL ADVISORY LTD,13410618,dissolved,ltd,search-results#company,{'company_profile': '/company/13410618'},2022-09-06,2021-05-20,"['64191', '64999', '66120', '66300']",,71-75 Shelton Street,London,WC2H 9JQ,United Kingdom,Greater London,,2022,2021
SUSTAINABILITY HABIT LIMITED,13573335,dissolved,ltd,search-results#company,{'company_profile': '/company/13573335'},2023-10-24,2021-08-18,['64191'],,Warnford Court,London,EC2N 2AT,England,,29 Throgmorton Street,2023,2021
MACHDEEP LTD,14530663,active,ltd,search-results#company,{'company_profile': '/company/14530663'},,2022-12-08,"['41100', '42110', '64191', '64992']",,71-75 Shelton Street,London,WC2H 9JQ,United Kingdom,,Covent Garden,,2022
PLUTUS INVESTMENT & GUARANTEE ORGANISATION LTD,14531927,active,ltd,search-results#company,{'company_profile': '/company/14531927'},,2022-12-09,"['64110', '64191', '64205']",,"Flat 0, 41 Kings Road,",London,WC2N 5DU,United Kingdom,,Brighton Bn1,,2022
FADOX CAPITAL HOLDINGS LIMITED,14540444,active,ltd,search-results#company,{'company_profile': '/company/14540444'},,2022-12-14,"['64191', '64205', '64301', '66300']",,27 Old Gloucester Street,London,WC1N 3AX,United Kingdom,,,,2022
NL77 LTD,14558838,active,ltd,search-results#company,{'company_profile': '/company/14558838'},,2022-12-28,['64191'],,3 King Edwards Road,Ruislip,HA4 7AE,England,,,,2022
BZNZMAP LTD,14259048,active,ltd,search-results#company,{'company_profile': '/company/14259048'},,2022-07-27,"['62012', '62090', '63110', '64191']",,71-75 Shelton Street,London,WC2H 9JQ,United Kingdom,,Covent Garden,,2022
AMEN GLOBAL LIMITED,14263028,active,ltd,search-results#company,{'company_profile': '/company/14263028'},,2022-07-28,['64191'],,7 Anson Road,Walsall,WS2 0DH,England,,Bentley,,2022
BASKYPI LTD,14267492,active,ltd,search-results#company,{'company_profile': '/company/14267492'},,2022-08-01,"['64191', '70221', '71122']",,110 Commercial Road,London,E1 1NU,England,,,,2022
VYRAPAY LIMITED,14270657,active,ltd,search-results#company,{'company_profile': '/company/14270657'},,2022-08-02,"['64191', '64999']",,14270657 - COMPANIES HOUSE DEFAULT ADDRESS,Cardiff,CF14 8LH,,,,,2022
TSADJIO ULRICH LTD,14278625,active,ltd,search-results#company,{'company_profile': '/company/14278625'},,2022-08-05,"['45310', '45320', '64191', '64929']",,71-75 Shelton Street,London,WC2H 9JQ,United Kingdom,,Covent Garden,,2022
SENSE GROUP [U.K.] LTD,14281950,active,ltd,search-results#company,{'company_profile': '/company/14281950'},,2022-08-08,"['64191', '64910', '64922', '66300']",,20-22 Wenlock Road,London,N1 7GU,England,,,,2022
NFL INVESTMENT LIMITED,14287683,active,ltd,search-results#company,{'company_profile': '/company/14287683'},,2022-08-10,"['64191', '64304', '66300']",,College House,Ruislip,HA4 7AE,England,,17 King Edwards Road,,2022
POCKET MONEY VENTURES LIMITED,14363344,active,ltd,search-results#company,{'company_profile': '/company/14363344'},,2022-09-20,['64191'],,1 Southside Court,Cambridge,CB4 1EX,England,,Eastfield,,2022
ALLIANCE GLOBAL BANCO LTD,14385302,active,ltd,search-results#company,{'company_profile': '/company/14385302'},,2022-09-29,"['64191', '64910', '64921', '66300']",,"The Bristol Office, 2nd Floor 5 High Street",Bristol,BS9 3BY,England,,Westbury On Trym,,2022
NL BIKESTAR LTD,14472564,active,ltd,search-results#company,{'company_profile': '/company/14472564'},,2022-11-09,"['47910', '62090', '64191', '64921']",,20-22 Wenlock Road,London,N1 7GU,England,,,,2022
RED BEAR INTERNATIONAL LTD,14481670,active,ltd,search-results#company,{'company_profile': '/company/14481670'},,2022-11-14,"['46190', '53100', '64191', '80100']",,Unit 5 Atlas Road,Bootle,L20 4DY,England,,Ste 113989,,2022
MOUNT INVESTMENT ENERGY LTD,14487515,active,ltd,search-results#company,{'company_profile': '/company/14487515'},,2022-11-16,"['64110', '64191', '64205']",,128 City Road,London,EC1V 2NX,United Kingdom,,,,2022
GOLD SENSE AGENCIES INTERNATIONAL LTD,14508752,active,ltd,search-results#company,{'company_profile': '/company/14508752'},,2022-11-28,"['64191', '64301', '64910', '66300']",,128 City Road,London,EC1V 2NX,United Kingdom,,,,2022
GIFIBO LTD,14509192,active,ltd,search-results#company,{'company_profile': '/company/14509192'},,2022-11-28,"['64191', '64301', '64929', '66300']",,71-75 Shelton Street,London,WC2H 9JQ,United Kingdom,,Covent Garden,,2022
JABB CONSULTANT LTD,14473543,active,ltd,search-results#company,{'company_profile': '/company/14473543'},,2022-11-09,['64191'],,14 Burman Road,Solihull,B90 2BD,United Kingdom,West Midlands,,,2022
DRILL-E LTD,14478562,active,ltd,search-results#company,{'company_profile': '/company/14478562'},,2022-11-11,"['35140', '35230', '63120', '64191']",,71-75 Shelton Street,London,WC2H 9JQ,United Kingdom,,Covent Garden,,2022
MODRIM LIMITED,14490100,active,ltd,search-results#company,{'company_profile': '/company/14490100'},,2022-11-17,"['64191', '64205', '66300']",,"Moustapha Didi 357775 York House, Green Lane West, Preston, Lancashire","Lancashire,",PR3 1NJ,United Kingdom,,,,2022
14490538 LTD.,14490538,active,ltd,search-results#company,{'company_profile': '/company/14490538'},,2022-11-17,"['64191', '64201', '64205', '64999']",,71-75 Shelton Street,London,WC2H 9JQ,United Kingdom,,Covent Garden,,2022
